AppID	CharID	ComicID
1238	133	7644
1239	133	7645
1240	133	7646
1241	133	7647
1242	133	7648
1243	133	7649
1244	133	7650
1245	133	7652
1246	133	7653
1247	133	7654
1248	133	7655
1249	133	7656
1250	133	7657
1251	133	7658
1252	133	7659
1253	133	7660
1254	133	7661
1255	133	7662
1256	133	7663
1257	133	7664
1258	133	7666
1259	133	7667
1260	133	7668
1261	133	7669
1262	133	7670
1263	133	7671
1264	133	7672
1265	133	7673
1266	133	7674
1267	133	7675
1268	133	7676
1269	133	7677
1270	133	7678
1271	133	7679
1272	133	7681
1273	133	7682
1274	133	7683
1275	133	7684
1276	133	7685
1277	133	7686
1278	133	7687
1279	133	7688
1280	133	7689
1281	133	7690
1282	133	7692
1283	133	7693
1284	133	7694
1285	133	7695
1286	133	7696
1287	133	7697
1288	133	7698
1289	133	7699
1290	133	7700
1291	133	7701
1292	133	7702
1293	133	7703
1294	133	7704
1295	133	7705
1296	133	7707
1297	133	7708
1298	133	7709
1299	133	7710
1300	133	7711
1301	133	7712
1302	133	7713
1303	133	7714
1304	133	7715
1305	133	7716
1306	133	7717
1307	133	7718
1308	133	7719
1309	133	7720
1310	133	7722
1311	133	7723
1312	133	7724
1313	133	7725
1314	133	7726
1315	133	7727
1316	133	7728
1317	133	7729
1318	133	7730
1319	133	7731
1320	133	7732
1321	133	7733
1322	133	7734
1323	133	7735
1324	133	7737
1325	133	7738
1326	133	7739
1327	133	7740
1328	133	7741
1329	133	7742
1330	133	7743
1331	133	7744
1332	133	7745
1333	133	7746
1334	133	7747
1335	133	7748
1336	133	7749
1337	133	7750
1338	133	7752
1339	133	7753
1340	133	7754
1341	133	7755
1342	133	7756
1343	133	7757
1344	133	7758
1345	133	7759
1346	133	7760
1347	133	7761
1348	133	7762
1349	133	7763
1350	133	7764
1351	133	7766
1352	133	7767
1353	133	7768
1354	133	7769
1355	133	7770
1356	133	7771
1357	133	7772
1358	133	7773
1359	133	7774
1360	133	7776
1361	133	7777
1362	133	7778
1363	133	7779
1364	133	7780
1365	133	7781
1366	133	7782
1367	133	7783
1368	133	7784
1369	133	7785
1370	133	7786
1371	133	7788
1372	133	7789
1373	133	7790
1374	133	7791
1375	133	7792
1376	133	7793
1377	133	7794
1378	133	7795
1379	133	7796
1380	133	7797
1381	133	7798
1382	133	7799
1383	133	7800
1384	133	7801
1385	134	7802
1386	135	7803
1387	135	7804
1388	136	6556
1389	136	7805
1390	137	7806
1391	137	7807
1392	137	7808
1393	137	7809
1394	138	7710
1395	139	7810
1396	140	7811
1397	140	7812
1398	141	7813
1399	141	7814
1400	141	7815
1401	141	7816
1402	141	7817
1403	142	7818
1404	142	7819
1405	143	7820
1406	144	7821
1407	144	7822
1408	144	7823
1409	145	6671
1410	146	7824
1411	147	7825
1412	147	7826
1413	147	7827
1414	147	7828
1415	147	7829
1416	148	7374
1417	148	7830
1418	148	7831
1419	148	7832
1420	148	7833
1421	148	7834
1422	148	7835
1423	148	7836
1424	148	7837
1425	148	7838
1426	148	7839
1427	148	7840
1428	148	7841
1429	148	7842
1430	148	7844
1431	148	7845
1432	148	7846
1433	148	7847
1434	148	7848
1435	148	7849
1436	148	7850
1437	148	7851
1438	148	7852
1439	148	7853
1440	148	7854
1441	148	7855
1442	148	7856
1443	148	7857
1444	148	7859
1445	148	7860
1446	148	7861
1447	148	7862
1448	148	7863
1449	148	7864
1450	148	7865
1451	149	7866
1452	150	7867
1453	151	7868
1454	152	7869
1455	152	7870
1456	152	7871
1457	152	7872
1458	152	7873
1459	152	7874
1460	153	7875
1461	153	7876
1462	154	6492
1463	154	6493
1464	154	6541
1465	154	6634
1466	154	6637
1467	154	6662
1468	154	6663
1469	154	6788
1470	154	6817
1471	154	6858
1472	154	6919
1473	154	6928
1474	154	6952
1475	154	6953
1476	154	6954
1477	154	6966
1478	154	6992
1479	154	7096
1480	154	7097
1481	154	7101
1482	154	7130
1483	154	7190
1484	154	7191
1485	154	7192
1486	154	7193
1487	154	7244
1488	154	7358
1489	154	7408
1490	154	7409
1491	154	7416
1492	154	7418
1493	154	7424
1494	154	7425
1495	154	7426
1496	154	7448
1497	154	7465
1498	154	7466
1499	154	7475
1500	154	7517
1501	154	7522
1502	154	7531
1503	154	7559
1504	154	7561
1505	154	7562
1506	154	7689
1507	154	7694
1508	154	7695
1509	154	7699
1510	154	7700
1511	154	7702
1512	154	7798
1513	154	7841
1514	154	7842
1515	154	7877
1516	154	7878
1517	154	7879
1518	154	7880
1519	154	7881
1520	154	7882
1521	154	7883
1522	154	7884
1523	154	7885
1524	154	7886
1525	154	7887
1526	154	7888
1527	154	7889
1528	154	7890
1529	154	7892
1530	154	7893
1531	154	7894
1532	154	7895
1533	154	7896
1534	154	7897
1535	154	7898
1536	154	7899
1537	154	7900
1538	154	7901
1539	154	7902
1540	154	7903
1541	154	7904
1542	154	7906
1543	154	7907
1544	154	7908
1545	154	7909
1546	154	7910
1547	154	7911
1548	154	7912
1549	154	7913
1550	154	7914
1551	154	7915
1552	154	7916
1553	154	7917
1554	154	7918
1555	154	7919
1556	154	7921
1557	154	7922
1558	154	7923
1559	154	7924
1560	154	7925
1561	154	7926
1562	154	7927
1563	154	7928
1564	154	7929
1565	154	7930
1566	154	7931
1567	154	7932
1568	154	7933
1569	154	7934
1570	154	7936
1571	154	7937
1572	154	7938
1573	154	7939
1574	154	7940
1575	154	7941
1576	154	7942
1577	154	7943
1578	154	7944
1579	154	7945
1580	154	7946
1581	154	7947
1582	154	7948
1583	154	7950
1584	154	7951
1585	154	7952
1586	154	7953
1587	154	7954
1588	154	7955
1589	154	7956
1590	154	7957
1591	154	7958
1592	154	7959
1593	154	7960
1594	154	7961
1595	154	7962
1596	154	7963
1597	154	7965
1598	154	7966
1599	154	7967
1600	154	7968
1601	154	7969
1602	154	7970
1603	154	7971
1604	154	7972
1605	154	7973
1606	154	7974
1607	154	7975
1608	154	7976
1609	154	7977
1610	154	7978
1611	154	7980
1612	154	7981
1613	154	7982
1614	154	7983
1615	154	7984
1616	154	7985
1617	154	7986
1618	154	7987
1619	154	7988
1620	154	7989
1621	154	7990
1622	154	7991
1623	154	7992
1624	154	7994
1625	154	7995
1626	154	7996
1627	154	7997
1628	154	7998
1629	154	7999
1630	154	8000
1631	154	8001
1632	154	8002
1633	154	8003
1634	154	8004
1635	154	8005
1636	154	8006
1637	154	8007
1638	154	8009
1639	154	8010
1640	154	8011
1641	154	8012
1642	154	8013
1643	154	8014
1644	154	8015
1645	154	8016
1646	154	8017
1647	154	8018
1648	154	8019
1649	154	8020
1650	154	8022
1651	154	8023
1652	154	8024
1653	154	8025
1654	154	8026
1655	154	8027
1656	154	8028
1657	154	8029
1658	154	8030
1659	154	8031
1660	154	8032
1661	154	8034
1662	154	8035
1663	154	8036
1664	154	8037
1665	154	8038
1666	154	8039
1667	154	8040
1668	154	8041
1669	154	8043
1670	154	8044
1671	154	8045
1672	154	8046
1673	154	8047
1674	154	8048
1675	154	8049
1676	154	8050
1677	154	8051
1678	154	8052
1679	154	8053
1680	154	8054
1681	154	8056
1682	154	8057
1683	154	8058
1684	154	8059
1685	154	8060
1686	154	8061
1687	154	8062
1688	154	8063
1689	154	8064
1690	154	8065
1691	154	8066
1692	154	8067
1693	154	8068
1694	154	8070
1695	154	8071
1696	154	8072
1697	154	8073
1698	154	8074
1699	154	8075
1700	154	8076
1701	154	8077
1702	154	8078
1703	154	8079
1704	154	8080
1705	154	8081
1706	154	8083
1707	154	8084
1708	154	8085
1709	154	8086
1710	154	8087
1711	154	8088
1712	154	8089
1713	154	8090
1714	154	8091
1715	154	8092
1716	154	8093
1717	154	8094
1718	154	8096
1719	154	8097
1720	154	8098
1721	154	8099
1722	154	8100
1723	154	8101
1724	154	8102
1725	154	8103
1726	154	8104
1727	154	8105
1728	154	8106
1729	154	8107
1730	154	8108
1731	154	8109
1732	154	8111
1733	154	8112
1734	154	8113
1735	154	8114
1736	154	8115
1737	154	8116
1738	154	8117
1739	154	8118
1740	154	8120
1741	154	8121
1742	154	8122
1743	154	8123
1744	154	8124
1745	154	8125
1746	154	8126
1747	154	8127
1748	154	8128
1749	154	8129
1750	154	8130
1751	154	8131
1752	154	8132
1753	154	8134
1754	154	8135
1755	154	8136
1756	154	8137
1757	154	8138
1758	154	8139
1759	154	8140
1760	154	8141
1761	154	8142
1762	154	8143
1763	154	8144
1764	154	8145
1765	154	8146
1766	154	8148
1767	154	8149
1768	154	8150
1769	154	8151
1770	154	8152
1771	154	8153
1772	154	8154
1773	154	8155
1774	154	8156
1775	154	8157
1776	154	8158
1777	154	8159
1778	154	8160
1779	154	8161
1780	154	8162
1781	154	8163
1782	154	8164
1783	154	8165
1784	154	8166
1785	154	8167
1786	154	8168
1787	154	8169
1788	154	8170
1789	154	8171
1790	154	8172
1791	154	8174
1792	154	8175
1793	154	8176
1794	154	8177
1795	154	8178
1796	154	8179
1797	154	8180
1798	154	8181
1799	154	8182
1800	154	8183
1801	154	8184
1802	154	8185
1803	154	8186
1804	154	8187
1805	154	8189
1806	154	8190
1807	154	8191
1808	154	8192
1809	154	8193
1810	154	8194
1811	154	8195
1812	154	8196
1813	154	8197
1814	154	8198
1815	154	8199
1816	154	8200
1817	154	8202
1818	154	8203
1819	154	8204
1820	154	8205
1821	154	8206
1822	154	8207
1823	154	8208
1824	154	8209
1825	154	8210
1826	154	8211
1827	154	8212
1828	154	8213
1829	154	8214
1830	154	8216
1831	154	8217
1832	154	8218
1833	154	8219
1834	154	8220
1835	154	8221
1836	154	8222
1837	154	8223
1838	154	8224
1839	154	8225
1840	154	8226
1841	154	8227
1842	154	8228
1843	154	8230
1844	154	8231
1845	154	8232
1846	154	8233
1847	154	8234
1848	154	8235
1849	154	8236
1850	154	8237
1851	154	8238
1852	154	8239
1853	154	8240
1854	154	8241
1855	154	8243
1856	154	8244
1857	154	8245
1858	154	8246
1859	154	8247
1860	154	8248
1861	154	8249
1862	154	8250
1863	154	8251
1864	154	8252
1865	154	8253
1866	154	8255
1867	154	8256
1868	154	8257
1869	154	8258
1870	154	8259
1871	154	8260
